PDB_ID,Experimental,DELTA_TOTAL,VDWAALS,EEL,EPB,ENPOLAR
5j32,-6.974640522,-15.57,-13.611,-16.129,16.398,-2.228
4wvl,-9.448001641,-83.571,-81.457,-24.31,29.428,-7.232
3iub,-6.228818976,-42.134,-44.068,-6.875,12.916,-4.106
5ulp,-6.334231868,-40.266,-43.225,-16.051,23.546,-4.536
2uxu,-6.513142546,-29.339,-29.666,-3.548,7.155,-3.28
3eky,-13.23056816,-59.146,-60.88,-15.332,23.741,-6.674
1gaf,-10.98169293,-42.781,-33.118,-53.708,47.365,-3.321
3u4r,-10.11640459,-61.412,-62.219,-14.27,20.398,-5.322
2yne,-11.76226649,-50.951,-53.203,-4.466,11.846,-5.129
2avv,-12.71081169,-65.058,-67.315,-13.287,22.556,-7.012
2ha6,-5.928410319,-40.495,-43.417,-3.836,10.87,-4.112
3r6u,-6.198754064,-27.363,-22.417,-43.82,40.724,-1.85
1jr0,-6.750348911,-23.031,-21.677,-10.272,12.054,-3.136
5a3w,-8.791738167,-18.948,-20.863,-5.587,9.632,-2.129
5m53,-8.476072991,-48.65,-49.015,-9.401,14.096,-4.329
4pjt,-12.62223316,-43.542,-43.101,-10.455,14.128,-4.114
2q15,-10.92487271,-50.41,-51.34,-8.97,15.449,-5.549
5ye7,-7.461516665,-45.725,-43.901,-5.823,8.558,-4.56
1bkj,-9.2926414,-26.95,-24.52,-16.504,17.676,-3.602
4zzz,-9.692003935,-34.465,-34.089,-9.333,12.369,-3.412
6qlt,-5.540555333,-30.993,-31.513,-2.986,6.926,-3.419
5el9,-10.48514492,-8.588,-8.075,-6.947,8.049,-1.615
2a2g,-9.608981311,-27.072,-26.972,-1.489,3.979,-2.589
2zb1,-8.673833551,-52.854,-53.285,-5.043,10.067,-4.592
3n86,-7.739721693,-34.075,-33.684,-13.928,17.252,-3.715
6die,-4.2748542,-13.42,-14.106,-11.098,14.081,-2.297
5l3j,-9.112433309,-39.167,-40.095,-8.872,13.002,-3.202
5fh6,-8.127576679,-35.621,-35.255,-4.609,7.315,-3.072
4i7p,-4.803036594,-16.532,-16.23,-2.674,3.827,-1.455
5juz,-7.541120674,-40.496,-40.697,-11.883,17.06,-4.975
5w4r,-10.26992282,-72.268,-73.077,-7.169,14.432,-6.454
5vo1,-11.19432865,-42.477,-41.383,-5.288,8.066,-3.872
4x5z,-10.46979229,-46.133,-46.115,-13.027,17.436,-4.427
1m48,-6.981866805,-43.566,-41.888,-5.36,7.957,-4.275
2rde,-9.620089542,-44.707,-43.728,-29.431,32.873,-4.421
1qpb,-1.862148268,-6.416,-6.317,-3.456,4.669,-1.312
6b1k,-9.158210815,-34.444,-32.825,-11.846,13.725,-3.498
6guk,-8.436265484,-41.864,-43.25,-3.783,9.565,-4.396
4ddh,-4.531362219,-27.796,-27.385,-6.252,8.502,-2.661
5mob,-5.553658302,-28.919,-28.903,-7.571,11.148,-3.592
1ek2,-11.25714049,-47.221,-44.844,-10.637,13.036,-4.776
4p58,-6.317301207,-30.545,-30.052,-5.044,6.883,-2.332
3d20,-11.3949203,-54.642,-56.477,-15.498,23.058,-5.724
2o2y,-12.90066141,-35.366,-37.634,-1.63,7.033,-3.134
6d15,-6.153597262,-19.629,-21.335,-8.374,12.592,-2.512
3gz9,-11.52024247,-68.327,-68.39,-6.189,12.176,-5.924
3qyo,-7.071462814,-22.725,-22.241,-7.057,8.779,-2.207
4cqe,-11.69163266,-69.855,-69.282,-10.583,16.356,-6.346
5u49,-8.423887993,-18.769,-18.029,-3.749,5.399,-2.39
1yvz,-7.314006268,-34.697,-34.396,-2.855,6.1,-3.546
2wyj,-12.35440454,-54.027,-54.653,-10.369,15.522,-4.527
3pgl,-7.276785451,-30.119,-32.387,-1.632,7.564,-3.664
5eps,-6.067682401,-24.192,-22.407,-7.487,8.1,-2.398
3wb4,-6.090061048,-26.667,-27.732,-5.399,9.709,-3.245
3efr,-6.974640522,-43.985,-39.78,-17.322,16.023,-2.905
4two,-6.959488927,-43.272,-43.432,-8.999,13.527,-4.368
5fck,-11.28622728,-61.027,-60.465,-18.215,22.768,-5.115
5c79,-7.071462814,-14.976,-14.357,-10.86,13.01,-2.769
5tob,-10.76788167,-48.434,-49.143,-7.1,12.501,-4.694
1vot,-9.062724439,-37.387,-39.221,-6.681,11.775,-3.26
4cws,-10.87299991,-44.143,-45.433,-6.893,12.731,-4.549
6hhi,-11.21160989,-80.944,-83.345,-12.412,22.091,-7.277
6cbh,-8.637691511,-42.206,-42.191,-9.473,13.133,-3.675
5ufo,-10.20171582,-67.05,-68.827,-7.764,15.742,-6.201
6pnn,-7.084771804,-30.12,-30.214,-5.317,9.028,-3.617
2hs1,-11.64263443,-35.232,-34.046,-7.826,11.032,-4.392
1hpx,-15.45623493,-66.382,-65.557,-17.34,23.098,-6.583
4heg,-12.24571153,-60.898,-63.922,-16.284,25.265,-5.956
3wtn,-9.665205667,-21.201,-20.907,-3.2,5.18,-2.273
6opx,-9.283247363,-44.803,-44.75,-11.228,16.485,-5.31
1hi3,-5.756905464,-19.801,-21.959,-9.785,15.035,-3.093
4o28,-10.29209021,-44.68,-46.033,-7.577,13.496,-4.565
4q1y,-14.20315537,-53.582,-56.176,-14.568,22.93,-5.769
1noi,-4.330770567,-19.008,-21.02,-8.627,12.976,-2.338
2ans,-8.127576679,-30.758,-31.437,-7.394,11.569,-3.496
2xkc,-7.625979474,-43.229,-43.751,-6.722,11.725,-4.481
3l66,-6.41979455,-21.826,-21.959,-2.974,5.159,-2.052
5ivv,-8.712308906,-29.851,-31.037,-6.992,11.533,-3.355
2lkk,-9.195753939,-45.956,-45.08,-4.405,8.413,-4.884
6g3a,-11.498863,-33.046,-32.513,-12.67,15.463,-3.327
2wzs,-5.290254811,-13.606,-17.141,-7.824,13.742,-2.383
6afe,-7.352994732,-16.071,-16.059,-2.69,4.643,-1.966
1yqj,-11.16931122,-65.977,-65.612,-5.485,10.453,-5.333
1m7y,-15.04300755,-33.196,-34.069,-17.523,22.46,-4.064
2aid,-6.617408351,-30.149,-29.018,-4.411,6.841,-3.562
4ea2,-8.845338406,-56.072,-56.205,-0.923,5.714,-4.658
1tmm,-9.112433309,-29.339,-27.848,-24.487,26.912,-3.916
1zrq,-6.858969257,-50.285,-49.214,-21.883,25.271,-4.459
2isf,-4.727203559,-15.216,-13.916,-6.141,6.87,-2.029
6e5l,-9.850405822,-42.508,-42.828,-3.542,8.247,-4.386
4oar,-14.22810693,-62.184,-61.486,-5.682,10.408,-5.423
4kva,-5.407525833,-32.57,-29.569,-22.277,22.82,-3.544
1gi6,-8.540804051,-32.704,-30.625,7.071,-6.46,-2.69
1osv,-4.779076355,-60.018,-57.989,-9.471,12.287,-4.845
5n9k,-12.81734078,-44.413,-44.497,-3.343,7.629,-4.201
3vw2,-6.516463786,-44.579,-44.32,-30.512,34.499,-4.246
5x73,-9.245462809,-44.156,-41.612,-6.27,7.609,-3.883
5nk2,-9.251978296,-51.982,-52.483,-6.98,12.26,-4.779
5mqt,-7.823042323,-55.639,-56.663,-7.276,13.536,-5.235
1tkb,-10.98169293,-12.548,-30.102,0.657,20.355,-3.458
3ffu,-8.845338406,-4.684,-34.282,4.317,29.189,-3.907
1vik,-13.00285251,-102.585,-105.375,-26.327,39.363,-10.246
4luz,-6.450330707,-40.128,-39.655,-5.334,9.563,-4.702
1tsl,-8.448905415,-29.219,-28.919,-6.21,9.992,-4.082
2c92,-7.791123402,-30.443,-28.862,-13.728,15.651,-3.505
2i2a,-6.033067063,-40.501,-38.567,-23.552,26.012,-4.395
6dh8,-13.50069098,-59.743,-62.992,-14.284,23.694,-6.161
4r57,-4.409864767,-63.223,-64.386,-23.045,30.931,-6.723
6qre,-6.662966427,-37.277,-37.511,-6.607,9.977,-3.137
4jyt,-10.15523818,-58.287,-57.742,-13.906,18.647,-5.286
5a4w,1.091783314,-23.339,-23.932,-4.939,8.29,-2.758
4d7m,-16.4494902,-39.395,-41.039,-3.214,9.102,-4.244
3qcf,-7.690012823,-38.871,-41.32,0,3.318,-0.869
3pcu,-7.267322378,-45.219,-44.175,-4.023,7.586,-4.609
2cej,-11.83248415,-69.519,-70.579,-21.194,28.733,-6.48
1w5w,-12.07420667,-79.427,-80.197,-24.25,32.291,-7.271
4co1,-6.44601816,-23.199,-23.314,-10.729,14.01,-3.165
1uod,-4.26625784,-16.273,-14.588,-15.753,15.961,-1.893
6c3n,-3.424709605,-17.97,-17.93,-2.626,4.737,-2.15
3htb,-5.667368158,-26.153,-25.694,-1.622,3.304,-2.142
2j7f,-8.718969993,-33.807,-19.769,-75.808,64.358,-2.588
3arz,-8.236269695,-20.937,-21.362,-0.962,4.002,-2.615
5y62,-2.38190473,-13.929,-13.554,-7.649,9.328,-2.053
3zu5,-7.989202202,-44.935,-44.328,-6.833,10.481,-4.255
2blc,-11.16931122,-30.752,-31.674,-3.797,7.65,-2.931
6cvv,-5.662351318,-15.638,-14.069,-14.648,15.667,-2.587
4mbf,-7.919929784,-25.084,-21.099,-23.28,22.428,-3.133
1afk,-9.087060923,-23.209,-22.702,-11.187,13.748,-3.068
6dh2,-14.9526594,-50.937,-54.042,-7.531,16.443,-5.807
3ogm,-10.04654517,-49.527,-50.057,-11.869,16.48,-4.081
6fgg,-6.547218168,-29.303,-28.529,-6.406,8.881,-3.249
4de2,-5.65445503,-31.441,-32.912,-7.83,12.712,-3.41
5cfw,-8.378787069,-40.923,-40.041,-4.046,7.542,-4.378
3tz0,-6.913266949,-23.258,-22.11,-5.623,6.617,-2.142
6ipn,-5.286717865,-17.394,-32.197,-8.786,27.523,-3.934
2v7v,-9.133419097,-40.689,-38.548,-15.842,16.61,-2.909
5hbs,-10.61494319,-44.057,-44.584,-3.706,8.743,-4.509
3ay9,-11.45114465,-37.509,-41,-19.581,27.231,-4.159
4z2b,-10.64807177,-48.182,-49.226,-4.839,11.275,-5.392
6ap7,-7.326494321,-33.156,-32.958,-6.218,9.358,-3.338
5wbo,-5.775832803,-33.782,-33.882,-2.517,5.793,-3.176
4cwr,-11.3949203,-40.998,-41.747,-4.488,9.19,-3.953
5mgk,-5.490846463,-20.29,-19.739,-3.828,5.722,-2.445
3b28,-11.62483726,-40.701,-40.96,-5.326,9.29,-3.705
6q3y,-9.976327505,-44.243,-42.974,-4.259,7.588,-4.598
5f25,-6.919782436,-31.111,-29.915,-6.69,8.574,-3.079
2bok,-8.995162287,-54.052,-55.417,-11.216,16.928,-4.347
4r5e,-9.86843808,-42.352,-42.985,-10.594,15.871,-4.644
5hgc,-11.88435695,-39.899,-39.202,-9.958,13.005,-3.744
3hua,-4.878037485,-24.827,-24.054,-1.991,3.157,-1.939
3r35,-11.87641134,-35.002,-33.526,-13.906,16.919,-4.489
5m4c,-10.15523818,-39.05,-39.366,-3.866,8.05,-3.868
3u9q,-6.012290113,-30.286,-29.159,-5.996,7.867,-2.997
5h8e,-15.37244321,-58.032,-58.714,-5.514,11.384,-5.188
5ier,-6.662432404,-42.282,-41.543,-6.061,9.325,-4.003
5wyq,-6.646172047,-47.252,-47.964,-12.941,17.695,-4.042
5z2l,-5.962896347,-56.629,-61.511,-21.966,32.842,-5.995
1sh9,-8.278252827,-62.297,-66.261,-12.988,24.081,-7.129
6un1,-10.82528156,-33.946,-36.15,-8.3,14.413,-3.909
4cmb,-8.576197225,-41.215,-42.261,-6.207,10.957,-3.704
1x98,-6.770645864,-6.734,-6.354,-3.067,3.843,-1.156
4y85,-10.76788167,-47.246,-45.709,-11.009,13.208,-3.736
6eq7,-9.608981311,-27.868,-27.784,-6.316,9.093,-2.861
1o32,-7.885854162,-32.211,-29.876,-18.382,18.744,-2.697
6bu3,-8.995162287,-29.595,-30.827,-6.537,10.898,-3.128
1l5r,-6.547218168,-49.459,-49.142,-14.266,18.311,-4.362
5bvb,-8.675528386,-47.014,-48.032,-6.081,11.445,-4.346
4re3,-11.76226649,-29.379,-18.325,-47.019,38.262,-2.297
1q72,-9.408389659,-28.351,-29.416,-2.402,6.681,-3.214
3qvu,-4.870673975,-15.49,-16.212,-2.956,5.666,-1.988
2bpz,-10.1514349,-65.353,-69.054,-14.234,25.301,-7.367
3hiw,-11.06471555,-73.793,-75.466,-21.58,30.356,-7.103
6gxy,-7.1986715,-19.144,-18.795,-2.955,4.889,-2.283
1clu,-11.34903912,-50.194,-46.335,-41.388,42.122,-4.592
6gr7,-7.544710372,-17.27,-16.629,-3.162,4.531,-2.009
2vvn,-10.02220868,-33.73,-35.259,-1.655,5.63,-2.447
4grb,-10.60880113,-46.495,-46.798,-4.593,9.216,-4.32
1fig,-8.540804051,-16.063,-16.43,-5.208,7.794,-2.218
5f60,-10.11212342,-43.366,-42.573,-3.396,7.097,-4.495
3o9b,-16.88576676,-33.03,-31.624,-9.917,12.677,-4.167
5edr,-10.24688847,-48.783,-49.131,-4.718,9.329,-4.262
6qzh,-11.69945465,-59.452,-56.435,-17.053,19.066,-5.031
4c6v,-6.303162337,-34.89,-34.72,-6.654,9.605,-3.12
3k4d,-7.015514918,-12.667,-9.801,-22.799,22.116,-2.183
4z55,-10.76788167,-48.519,-50.232,-9.013,15.858,-5.132
3gqo,-7.424908443,-53.586,-54.617,-15.66,21.821,-5.13
4ajh,-4.27109288,-31.318,-29.693,-11.387,13.18,-3.419
6uvm,-4.516534989,-25.528,-24.888,-2.094,4.254,-2.8
2z1w,-5.601928906,-25.836,-25.596,-10.659,13.134,-2.716
4bqt,-7.941351049,-22.137,-21.761,-3.362,5.244,-2.258
6ufx,-14.13088961,-51.083,-55.95,0,5.53,-0.663
5lyh,-8.615614244,-59.573,-58.366,-15.857,20.568,-5.918
2n27,-8.995162287,-35.563,-34.53,-4.296,7.87,-4.607
5ula,-9.764796811,-33.571,-31.987,-5.102,6.913,-3.394
4rao,-8.236269695,-27.483,-27.563,-22.773,26.586,-3.734
3c84,-10.78110127,-39.531,-39.168,-6.275,8.852,-2.94
6gy0,-10.04778846,-37.028,-37.21,-8.212,12.286,-3.893
6t1j,-6.509839706,-41.721,-40.43,-7.451,10.04,-3.88
2j79,-8.179449475,-21.455,-16.394,-21.182,18.274,-2.154
6hkn,-9.957324041,-56.482,-56.465,-4.734,9.702,-4.985
5j9y,-9.933726452,-49.183,-50.29,-5.219,10.926,-4.6
2uzn,-10.27198659,-42.238,-41.574,-9.376,12.701,-3.989
5qqp,-11.36018264,-62.54,-64.462,-9.912,17.032,-5.198
4ury,-3.049957587,-22.526,-21.955,-7.457,9.245,-2.36
5qtt,-11.62483726,-66.402,-66.247,-14.956,20.408,-5.607
4d1j,-8.667655661,-13.845,-11.562,-12.117,11.821,-1.987
3kqt,-7.326494321,-25.98,-26.448,-6.448,9.034,-2.117
5trf,-12.43061382,-55.13,-53.781,-6.677,10.221,-4.892
5mmn,-9.425706595,-42.732,-42.226,-7.278,10.517,-3.746
1fe3,-10.06291387,-40.765,-39.42,-8.889,11.832,-4.288
4ovh,-6.662966427,-29.066,-28.704,-4.882,7.669,-3.149
5w8k,-8.428313445,-50.087,-49.178,-15.538,19.35,-4.721
1gzf,-5.791506157,-62.358,-58.06,-37.045,38.675,-5.927
4b3u,-7.274893193,-28.057,-27.109,-10.731,13.097,-3.313
1n4h,-8.995162287,-43.631,-41.908,-5.279,8.155,-4.599
3vf5,-12.81734078,-66.013,-67.456,-20.434,28.075,-6.197
6e1z,-5.249123947,-23.863,-24.355,-5.108,8,-2.4
6b0v,-4.765438412,-54.62,-52.801,-14.847,17.625,-4.596
4ohu,-13.30498742,-50.754,-51.55,-3.257,8.129,-4.076
1y0x,-11.94117717,-51.328,-52.488,-6.082,11.489,-4.247
185l,-4.85610736,-22.091,-21.698,-1.263,2.695,-1.826
6ssy,-4.375868733,-16.612,-14.93,-14.065,14.035,-1.652
5jtu,-10.30030386,-45.358,-50.993,-11.897,21.738,-4.206
4bqs,-5.775832803,-17.196,-17.609,-3.525,6.328,-2.389
1zhx,-9.958725826,-57.995,-58.252,-3.453,9.081,-5.372
6ei5,-10.1811292,-50.872,-51.266,-3.9,9.338,-5.044
4fl3,-5.249123947,-23.929,-34.144,4.024,10.543,-4.351
6i8z,-10.60880113,-60.49,-60.419,-6.365,11.497,-5.203
4zip,-13.28480199,-70.397,-72.938,-17.142,26.726,-7.043
6g6z,-9.138933719,-38.873,-40.07,-4.317,8.949,-3.434
6afd,-7.456292588,-16.722,-16.548,-3.884,5.724,-2.014
4etz,-8.649497067,-32.166,-29.505,-25.793,26.951,-3.819
3hdq,-5.017442078,-81.967,-91.072,-28.828,45.474,-7.542
1v2r,-4.879245875,-43.664,-43.619,-12.01,16.238,-4.272
2nv7,-11.33449996,-38.034,-37.682,-5.046,8.04,-3.345
1zoe,-10.15523818,-35.351,-36.814,1.213,3.303,-3.053
6mv3,-4.568249927,-43.567,-43.048,-6.869,10.344,-3.994
6b2c,-9.645869018,-41.186,-40.496,-14.843,17.835,-3.681
5g22,-9.608981311,-58.568,-61.166,-4.036,12.135,-5.501
3qss,-3.168574816,-17.978,-10.704,27.559,-33.307,-1.526
4ksp,-12.07420667,-72.305,-71.556,-10.652,15.825,-5.922
1nhv,-7.766222103,-35.189,-34.095,-4.911,7.871,-4.056
1tcw,-8.260606179,-27.354,-26.557,-5.178,7.804,-3.423
5vfj,-6.450330707,-4.685,-4.772,-1.976,2.965,-0.902
2zxd,-7.168092435,-24.089,-20.673,-14.064,12.999,-2.35
1sdt,-12.72175074,-71.3,-73.49,-16.091,25.219,-6.937
2xoi,-4.581071089,-35.294,-35.427,-12.843,17.137,-4.16
2tsr,-10.34695382,-41.037,-42.342,-8.115,13.884,-4.463
1wuy,-7.913885609,-32.141,-31.67,-6.228,9.475,-3.717
2idk,-7.601530592,-46.66,-44.935,-16.384,19.669,-5.01
6ap8,-6.99658758,-32.544,-31.317,-9.589,11.66,-3.297
5yic,-8.079858332,-65.14,-65.28,-15.302,22.404,-6.962
3wz7,-7.885854162,-53.229,-53.75,-10.971,17.033,-5.542
3aid,-9.4213034,-64.09,-60.909,-14.604,17.477,-6.055
4ty1,-12.71081169,-51.565,-52.129,-7.103,12.111,-4.444
3nes,-7.714349307,-20.283,-19.517,-3.651,5.686,-2.801
4m12,-8.299081534,-52.512,-51.166,-9.038,11.701,-4.01
6e5t,-8.984610488,-35.55,-34.962,-4,6.93,-3.518
2br1,-7.059399419,-40.839,-41.641,-4.912,9.988,-4.275
4k7i,-3.876412331,-10.383,-10.631,-3.137,4.962,-1.577
3m3z,-7.86951996,-38.289,-37.089,-18.398,21.117,-3.92
3kpw,-6.662966427,-22.769,-25.616,-2.711,7.626,-2.068
5eom,-8.767805793,-36.062,-34.911,-18.201,21.193,-4.143
5ad2,-9.877820361,-59.123,-57.605,-8.755,13.233,-5.997
1qaq,-6.513142546,-53.837,-46.323,-29.466,26.195,-4.243
3k45,-7.385538665,-38.613,-39.737,-4.117,8.795,-3.554
1tnl,-2.575410645,-23.267,-19.557,7.464,-8.989,-2.185
4d88,-9.981047205,-60.638,-62.494,-17.059,24.717,-5.801
1rbz,-11.52024247,-64.658,-62.697,-31.209,36.522,-7.274
5i8p,-9.242231576,-60.272,-57.579,-10.349,12.984,-5.328
1a94,-10.78110127,-79.101,-83.064,-22.154,34.537,-8.421
1gse,-7.844040269,-23.221,-22.356,-11.922,14.202,-3.145
1x78,-10.72393564,-34.275,-33.391,-7.366,9.849,-3.367
6cks,-10.73997041,-43.949,-42.635,-9.685,12.783,-4.411
4zfi,-8.649497067,-39.163,-37.902,-5.039,7.638,-3.859
4h4b,-3.704907476,-23.73,-23.797,-9.237,12.38,-3.076
1kv2,-13.72711616,-79.276,-79.185,-6.481,12.983,-6.593
1o5e,-7.885854162,-37.811,-38.404,-13.143,17.466,-3.729
3s77,-9.90366154,-19.17,-18.3,-5.917,7.026,-1.979
3atu,-11.3949203,-33.849,-40.777,-18.431,29.596,-4.237
5iot,-5.435833966,-10.789,-10.835,-7.231,9.175,-1.898
3l0e,-10.92346368,-75.915,-76.932,-6.693,13.052,-5.342
2y5l,-8.850034697,-38.817,-37.695,-9.446,11.617,-3.292
1o37,-9.367258794,-41.112,-36.482,-2.619,1.56,-3.571
2i7c,-6.923538526,-66.174,-68.732,-11.354,18.837,-4.925
1erb,-11.11472243,-52.445,-51.987,-5.342,10.036,-5.152
1sw2,-9.913515666,-31.733,-24.167,-79.012,73.248,-1.802
4crb,-10.38955488,-59.432,-60.839,-14.608,21.37,-5.356
1pxd,-5.230531099,-27.776,-25.134,-61.681,62.788,-3.749
3djx,-3.853833533,-20.208,-20.023,-11.91,14.474,-2.75
6rih,-5.461759666,-26.477,-26.138,-2.117,4.791,-3.013
2flb,-7.885854162,-29.489,-31.102,-6.323,10.895,-2.959
3vo3,-12.0893686,-64.908,-65.023,-9.89,15.137,-5.132
1li2,-5.54707082,-16.725,-15.978,-3.019,3.787,-1.515
6s4t,-10.91413078,-66.608,-66.979,-6.148,12.413,-5.893
2yi0,-11.15319778,-35.871,-34.847,-10.755,13.3,-3.569
6n54,-10.63793848,-29.547,-29.172,-22.121,25.247,-3.502
4cu8,-6.135746795,-18.854,-15.318,-18.104,16.585,-2.018
3kvj,-9.558030721,-50.146,-49.928,-8.062,11.844,-3.999
4az6,-12.48743404,-34.732,-30.927,-19.502,19.44,-3.743
4zvv,-11.63741955,-42.197,-42.642,-8.804,13.683,-4.434
1j16,-5.27761488,-18.647,-19.626,-5.988,8.923,-1.956
5g43,-5.077619092,-28.053,-28.172,-1.807,4.648,-2.721
4abd,-6.037103336,-25.759,-27.362,-1.885,5.911,-2.423
4he9,-11.60755602,-64.876,-68.308,-16.727,26.274,-6.115
5h8b,-15.5238838,-47.225,-47.555,-5.349,10.147,-4.469
3kyf,-9.310438574,-10.703,-9.675,-11.046,11.819,-1.801
1eat,-10.73997041,-27.533,-27.099,-9.95,13.129,-3.613
1rx1,-6.337397814,-71.889,-69.515,-36.915,40.788,-6.246
4ctm,-6.337397814,-26.51,-29.701,-13.387,19.347,-2.77
3upx,-11.15319778,-46.754,-47.273,-5.21,9.928,-4.199
3k8o,-15.18974251,-36.592,-36.531,-15.561,18.584,-3.084
6o4w,-11.62483726,-51.48,-55.466,-4.442,13.598,-5.169
1c5z,-5.509005057,-20.314,-19.887,-7.397,8.943,-1.973
6f23,-11.33449996,-24.438,-25.575,-1.872,6.135,-3.126
4km0,-8.292494052,-29.03,-27.832,-6.106,7.97,-3.061
3arp,-9.821617031,-58.409,-53.388,-153.168,153.886,-5.74
3vrt,-11.69989834,-56.738,-54.261,-9.921,12.403,-4.959
1kux,-8.87347745,-88.568,-87.697,-21.442,28.89,-8.318
5k4i,-11.61797519,-52.131,-51.134,-13.08,16.98,-4.898
2nsl,-6.424089553,-21.064,-18.659,-15.717,16.044,-2.732
4re2,-6.840176216,-19.963,-18.577,-12.67,13.633,-2.349
3qfy,-8.40777455,-15.373,-14.675,-11.009,12.436,-2.125
4zzy,-7.690012823,-53.642,-52.704,-7.387,10.864,-4.416
2pjl,-9.177411367,-52.822,-52.974,0.053,4.623,-4.523
4k5p,-4.752575944,-25.635,-23.823,-16.483,17.445,-2.774
2yk1,-11.16120006,-29.648,-30.014,-1.931,4.893,-2.596
5vd1,-8.242261314,-55.894,-56.401,-5.456,10.998,-5.035
1hbv,-8.739411804,-68.413,-76.106,0,9.407,-1.715
6np3,-8.879414028,-31.511,-33.518,-6.917,13.114,-4.19
6fnt,-6.42124391,-31.921,-20.489,-157.035,148.601,-2.997
3l9h,-11.05578781,-54.7,-56.19,-4.141,10.463,-4.832
6ayq,-11.23850894,-45.405,-43.322,-13.566,14.852,-3.37
2i4p,-7.82963643,-60.419,-60.944,-6.94,13.693,-6.227
3faa,-11.18587232,-49.154,-49.082,-8.213,12.447,-4.306
5gvm,-9.239017762,-37.428,-39.564,-3.684,10.208,-4.389
6dha,-8.436486564,-49.569,-50.99,-4.767,10.878,-4.689
2pdg,-10.21955094,-44.046,-47.569,0,4.433,-0.91
2xys,-10.18581725,-27.302,-27.584,-2.957,5.997,-2.758
3r0t,-12.34482287,-49.756,-49.554,-7.44,11.879,-4.642
2p4y,-12.35440454,-72.888,-74.365,-2.846,10.463,-6.141
4qzu,-11.93319357,-45.242,-45.387,-5.676,10.282,-4.461
2p1c,-10.53937876,-34.582,-33.934,-22.001,25.727,-4.374
3kab,-4.370285908,-17.391,-17.935,-2.632,5.413,-2.238
6e6m,-7.890342221,-37.428,-38.557,-2.767,7.464,-3.567
4kij,-5.904073835,-29.296,-29.608,-7.099,10.496,-3.085
2p7g,-8.960023041,-35.554,-34.537,-5.679,7.65,-2.987
3aox,-12.46548699,-50.851,-51.004,-4.419,9.249,-4.678
3g5d,-10.92487271,-59.871,-59.424,-7.488,11.66,-4.619
2xzw,-7.264979895,-16.473,-15.425,-12.237,13.05,-1.861
5isp,-11.41162212,-50.793,-52.88,-12.629,19.365,-4.649
4egk,-10.59904462,-39.799,-37.976,-12.603,14.423,-3.642
6udv,-14.12853797,-67.19,-66.262,-5.644,9.995,-5.278
6j06,-9.048585568,-19.077,-18.196,-8.448,10.332,-2.765
5lrd,-7.914634695,-38.84,-42.784,-14.281,22.076,-3.85
1z95,-9.772589877,-54.526,-56.358,-8.145,14.324,-4.347
4xz6,-7.950752572,-22.957,-22.419,-4.667,5.592,-1.463
3esj,-4.164612484,-21.358,-18.96,-13.38,13.297,-2.316
4cfl,-8.066257109,-34.2,-33.055,-4.096,6.451,-3.5
3mxe,-13.74527475,-66.063,-69.726,-14.575,24.565,-6.326
2xya,-5.074224309,-23.426,-23.798,-3.184,5.886,-2.331
3q8h,-5.703482183,-44.02,-41.607,-20.933,22.764,-4.245
2wds,-8.70648405,-17.062,-17.319,-11.645,14.694,-2.792
5kr0,-12.55858393,-59.672,-59.671,-9.972,15.652,-5.681
1gt3,-8.862132787,-28.155,-28.043,-0.987,3.226,-2.352
2c3j,-8.48488779,-29.876,-28.194,-12.35,13.592,-2.924
6std,-11.85785654,-43.975,-44.046,-5.211,9.141,-3.858
1iux,-4.988374728,-18.954,-18.049,-8.943,9.835,-1.796
4cpu,-10.33676279,-68.293,-70.289,-17.834,27.163,-7.333
5dhs,-7.168092435,-31.093,-28.303,-12.494,12.956,-3.252
5ogb,-10.25212564,-43.337,-41.111,-8.157,10.422,-4.492
2pqb,-9.884428869,-28.139,-30.68,-29.807,36.434,-4.086
1w7x,-11.5279498,-51.659,-53.035,-10.175,16.533,-4.983
6i17,-9.062724439,-60.538,-60.329,-6.686,11.821,-5.344
6rqk,-3.837936976,-15.036,-12.971,-12.148,12.242,-2.159
2xp5,-4.70213807,-17.605,-17.668,-5.695,8.03,-2.272
2wuf,-5.892268279,-48.011,-36.34,-53.579,45.996,-4.088
1uad,-9.411790672,-48.577,-49.01,-27.836,32.691,-4.423
5exm,-11.25714049,-54.334,-55.843,-8.436,15.126,-5.181
2h4k,-7.542844452,-24.954,-25.508,-8.054,11.576,-2.968
5syn,-9.087060923,-60.613,-62.553,-8.883,16.058,-5.235
6r4k,-6.96044554,-33.01,-34.102,-9.112,14.178,-3.974
5kz0,-10.51164534,-42.462,-42.486,-3.8,8.46,-4.637
2wyg,-11.94117717,-55.333,-55.833,-11.18,16.249,-4.569
3bvb,-7.542844452,-62.348,-61.225,-12.598,17.309,-5.833
1jsv,-7.823042323,-32.369,-31.53,-7.541,9.922,-3.22
1aj7,-5.311935785,-42.201,-33.716,-46.434,41.261,-3.311
5jas,-7.877935208,-36.555,-35.623,-1.181,4.022,-3.773
6pg3,-4.555698704,-20.96,-21.031,-5.888,8.348,-2.389
2dkn,-6.935127586,-69.202,-68.621,-26.627,32.021,-5.975
4kp0,-11.87361502,-44.994,-43.616,-11.312,13.941,-4.006
1hdr,-10.2452713,-51.762,-58.021,0,7.492,-1.233
